id,rainfall
2190,0.9847459434286665
2191,0.9840317447246971
2192,0.9383101650422131
2193,0.10832895037762102
2194,0.05679757491288409
2195,0.8977175015627586
2196,0.9522501735953711
2197,0.9684901549542734
2198,0.9611287665587427
2199,0.6965913323432876
2200,0.9847124666958605
2201,0.09866913424280813
2202,0.9796875876527708
2203,0.9656251702819247
2204,0.3154417624163382
2205,0.005415272414133272
2206,0.7268446755573565
2207,0.5970278870704683
2208,0.07357058354128718
2209,0.005346509853873896
2210,0.08714175162911889
2211,0.2005301563172213
2212,0.8557944363452265
2213,0.9860538617209208
2214,0.9311205074923041
2215,0.5476238651648354
2216,0.011102265414792645
2217,0.9798742082767744
2218,0.9423701076890347
2219,0.5488951932284836
2220,0.9519001245616093
2221,0.9644030251940101
2222,0.8944603158306794
2223,0.9738980223736468
2224,0.9180251508440448
2225,0.9358707342315618
2226,0.24131528573903177
2227,0.9160183232637203
2228,0.8369559578271238
2229,0.9142700871709493
2230,0.8875099029028053
2231,0.9291042069938106
2232,0.09432108056413346
2233,0.9155943277423019
2234,0.9320762117492482
2235,0.1873172203879868
2236,0.2071356924049235
2237,0.9672040051251598
2238,0.2831211676119692
2239,0.8564100946852602
2240,0.9551820626403561
2241,0.9805518913086171
2242,0.9865983342905525
2243,0.9711240214785248
2244,0.9809734207395305
2245,0.9783731046334986
2246,0.9498245768593858
2247,0.9565607913802943
2248,0.9491085624606606
2249,0.964262891003916
2250,0.9046095205430745
2251,0.9692065264261247
2252,0.9734059266214391
2253,0.8632237735399392
2254,0.5782635122662728
2255,0.2824778101961134
2256,0.09493445572844161
2257,0.9113827064405076
2258,0.9411411537352709
2259,0.07095438666161767
2260,0.9857557074449448
2261,0.9207674042337128
2262,0.9648104450282433
2263,0.9685406261815395
2264,0.9752264953117225
2265,0.9390719201890841
2266,0.9523737932513575
2267,0.9833139971689281
2268,0.2922195993069526
2269,0.9623712943627325
2270,0.9469909498595206
2271,0.977415957897296
2272,0.2775259585078363
2273,0.9576723153040894
2274,0.9722117428269316
2275,0.9755550747250671
2276,0.9708747326083269
2277,0.9373231780358725
2278,0.9715909614586682
2279,0.9544788968472124
2280,0.9399826502744735
2281,0.9563840155281705
2282,0.9645026767215127
2283,0.9483841006242564
2284,0.9645621011300652
2285,0.968130554458519
2286,0.9712119041279483
2287,0.9354001378264044
2288,0.929263892731703
2289,0.8385384562276869
2290,0.9721608744289142
2291,0.9216276796102734
2292,0.8515740688841567
2293,0.9726413410320084
2294,0.9554926186660299
2295,0.9425405818666316
2296,0.9678109398212403
2297,0.9358339679853541
2298,0.975091065439517
2299,0.901423321886595
2300,0.962734406570014
2301,0.7630468951599424
2302,0.8786603923272333
2303,0.9808458904439118
2304,0.9639419088371438
2305,0.940379326760545
2306,0.9549362000974339
2307,0.9172292145673056
2308,0.9264169484324742
2309,0.9482051587359701
2310,0.6479043549915134
2311,0.9018127459407738
2312,0.7965644187656012
2313,0.3763244068770369
2314,0.9397426480769332
2315,0.6240847469652796
2316,0.978330651518234
2317,0.9702545453916709
2318,0.9711759793651069
2319,0.9328828830395565
2320,0.9422814342463463
2321,0.9560885440849015
2322,0.7390816596616463
2323,0.9574091745448224
2324,0.9779073600325812
2325,0.9394450344831557
2326,0.9698355420083108
2327,0.9761837564523966
2328,0.9716756029651037
2329,0.9790708896614895
2330,0.976406259796531
2331,0.8819279746911418
2332,0.09933415259883394
2333,0.9593374246834452
2334,0.9842887022275132
2335,0.987434604613688
2336,0.9849936314960344
2337,0.2524014382610301
2338,0.9757987193414047
2339,0.680389871073955
2340,0.9765118968961869
2341,0.8859772069386836
2342,0.9527425354342014
2343,0.3781434260394512
2344,0.9239322596664667
2345,0.8817347529694722
2346,0.8481451769096491
2347,0.8761471997674164
2348,0.8894131649780087
2349,0.9053539894324486
2350,0.882658520348832
2351,0.9348477294401588
2352,0.19751106368368365
2353,0.32621827018793126
2354,0.18860529745992555
2355,0.5715643514162212
2356,0.9098315573048661
2357,0.939677877214818
2358,0.9505482560016176
2359,0.2282239106932122
2360,0.920526713956283
2361,0.667966953695583
2362,0.9368860329251129
2363,0.4759718393646583
2364,0.9179114772760264
2365,0.9776181077937864
2366,0.9591568276198311
2367,0.9658254243947547
2368,0.9615645717147243
2369,0.8595383722659623
2370,0.9506021225107762
2371,0.87404555274279
2372,0.24423900223498562
2373,0.9553971777322813
2374,0.637800824283241
2375,0.5506717565830191
2376,0.2721959406696232
2377,0.898599395050508
2378,0.9747613343241854
2379,0.8206736259829663
2380,0.8575598720335563
2381,0.8451045752253847
2382,0.7151756375978459
2383,0.10300682665891743
2384,0.6530019458804479
2385,0.37663831838906564
2386,0.24791716689078688
2387,0.6508270670391205
2388,0.8342557199108576
2389,0.27597399214378066
2390,0.2646766307413333
2391,0.9156788815417815
2392,0.42134132532187213
2393,0.9045143555760312
2394,0.9522814144990803
2395,0.46291116724638476
2396,0.9704328069576091
2397,0.9241126761141427
2398,0.6138810816174313
2399,0.5907007290702472
2400,0.7815023322900951
2401,0.6450607077305435
2402,0.8482597895287578
2403,0.8621009127423772
2404,0.9705625224223525
2405,0.9384227766077039
2406,0.9523234149986037
2407,0.9153669181634476
2408,0.05603659213970862
2409,0.9542863629724814
2410,0.47992628382970026
2411,0.9753245136693989
2412,0.9359867561963063
2413,0.869805427302335
2414,0.9602040114517006
2415,0.46726543473454085
2416,0.9353618259014818
2417,0.9371338987035828
2418,0.9278891861728435
2419,0.5703481352414023
2420,0.32564477322367913
2421,0.5249099923368541
2422,0.9595091974087564
2423,0.9820761924640499
2424,0.9639420580604996
2425,0.06953057773838392
2426,0.24977327786648093
2427,0.3904138055430944
2428,0.9002966713552728
2429,0.41469214949668315
2430,0.9017018778255494
2431,0.9624305840387877
2432,0.9381485391799186
2433,0.3736125783025882
2434,0.960867710299009
2435,0.8659244773391468
2436,0.86944021476379
2437,0.6224135019023527
2438,0.9500509799571545
2439,0.907039055781425
2440,0.6634966990081905
2441,0.9096859151348294
2442,0.6961121143384246
2443,0.5380938141665604
2444,0.9581625201855094
2445,0.9424320168340748
2446,0.9631995673459518
2447,0.9660831912531731
2448,0.9794814059014595
2449,0.14096099955981492
2450,0.9606708394214077
2451,0.9829843762423431
2452,0.9730758542950476
2453,0.9680106881608297
2454,0.9547705623128468
2455,0.38684587099782686
2456,0.2711655270573996
2457,0.8924825138693269
2458,0.9694455229173047
2459,0.6885107522249186
2460,0.2838614447304435
2461,0.9783948623125817
2462,0.7178605053299539
2463,0.7861949517241711
2464,0.9147951396171049
2465,0.964025412022681
2466,0.5999031669877841
2467,0.1564605303718677
2468,0.03230430304650798
2469,0.7636631146460042
2470,0.17711833981597128
2471,0.1537869190113894
2472,0.8986614967524786
2473,0.3998961214379227
2474,0.12652735003292995
2475,0.19705632089777292
2476,0.8064803507801676
2477,0.9140739329806974
2478,0.9090793849458149
2479,0.5921667272138111
2480,0.8494503960738014
2481,0.9059529526448938
2482,0.8679411062171847
2483,0.9303587524781192
2484,0.908478879053836
2485,0.9508649792905097
2486,0.9318389056319939
2487,0.9463153969191941
2488,0.8723903530484913
2489,0.9225208574004465
2490,0.9347627727855562
2491,0.14152937109228908
2492,0.9313157953187703
2493,0.7945792715083867
2494,0.9685229663397726
2495,0.9596469537258766
2496,0.9531981289031919
2497,0.49596786976595086
2498,0.9371043416818333
2499,0.43794607738869307
2500,0.4294789115273749
2501,0.9400112995377043
2502,0.11427344298235027
2503,0.9210960044656069
2504,0.9015697592156865
2505,0.757294584337675
2506,0.9609141381460974
2507,0.9367472727141728
2508,0.9543437231528951
2509,0.07678400911643343
2510,0.8664427372742279
2511,0.9345129509052887
2512,0.8921754022099574
2513,0.9627845479261083
2514,0.9553491252185229
2515,0.9581694384042986
2516,0.9254485638617036
2517,0.921294127295832
2518,0.8779512933000044
2519,0.9704253636993905
2520,0.41483254777982326
2521,0.5411182618866721
2522,0.7194511652415174
2523,0.6450148224453971
2524,0.38527334018611953
2525,0.9485766783280231
2526,0.023793198585856608
2527,0.9624434511179872
2528,0.9301279173404925
2529,0.9333005941775885
2530,0.8768709232985159
2531,0.9731227018921527
2532,0.8567052880630265
2533,0.9203033054465615
2534,0.8405379634692642
2535,0.2835823701069282
2536,0.8642174061982408
2537,0.9678051167895266
2538,0.8970613035479021
2539,0.8460728861221467
2540,0.7376270556678042
2541,0.8657860807274411
2542,0.6427733617889166
2543,0.8395840238749834
2544,0.942922512728364
2545,0.9572913896226942
2546,0.961410502619802
2547,0.9653309991950255
2548,0.9402183985705912
2549,0.9770338186309653
2550,0.43580593747170676
2551,0.7170924875606823
2552,0.9674650101832545
2553,0.9831163760901771
2554,0.9803213804154608
2555,0.9747375748848958
2556,0.9756456880877908
2557,0.7222570070869443
2558,0.9769486632012541
2559,0.9780295960482864
2560,0.7909342989522191
2561,0.7083375579028818
2562,0.847197034130433
2563,0.9567334986618466
2564,0.9816314568000823
2565,0.904304881511171
2566,0.9799843503284357
2567,0.9386908245754112
2568,0.9386671774769711
2569,0.9212607129778523
2570,0.009069857351070226
2571,0.053239867769252956
2572,0.8976409264895098
2573,0.002104728168585551
2574,0.0004245584555513257
2575,0.9774075143031171
2576,0.9754821430618537
2577,0.9831270142938325
2578,0.7073847745295883
2579,0.9756664687116171
2580,0.9328555456323644
2581,0.43060659533895096
2582,0.845088735588636
2583,0.9433907777701407
2584,0.8064652910885632
2585,0.970597428290776
2586,0.9767078953062437
2587,0.3610426318702029
2588,0.9620742343112337
2589,0.47491555115065776
2590,0.9491048467337843
2591,0.9504953477145357
2592,0.9494700094506865
2593,0.8495656694621398
2594,0.9820885867274577
2595,0.9736546539673209
2596,0.7032432321857215
2597,0.18829189952206263
2598,0.9463538139540827
2599,0.15188705188187998
2600,0.9164548597769018
2601,0.9668939251549968
2602,0.8397009180631186
2603,0.4241439679351697
2604,0.9084230794313597
2605,0.9830817121088299
2606,0.9557047782726591
2607,0.9850247306135136
2608,0.9181121792489907
2609,0.9615554324408702
2610,0.9867786215555453
2611,0.7592663068195418
2612,0.8825769830710473
2613,0.5244498872720026
2614,0.9429623130719478
