id,rainfall
2190,0.9729604355165788
2191,0.9619740706184567
2192,0.8705649716559396
2193,0.44587094154250106
2194,0.41240467233606537
2195,0.8400088497180009
2196,0.8935455364119735
2197,0.9117679156822602
2198,0.9145535966593148
2199,0.7376082673561151
2200,0.9722545017033803
2201,0.45317470791013015
2202,0.9497329019427483
2203,0.8846921167635087
2204,0.5886413851170169
2205,0.19875524886015566
2206,0.7286153674988793
2207,0.6929503061887704
2208,0.4315556263895242
2209,0.2076369668319185
2210,0.444362392945717
2211,0.5314329853125359
2212,0.8057034362957526
2213,0.9654754000279214
2214,0.838528222624362
2215,0.6670537637100329
2216,0.25755402164885166
2217,0.9435492929876157
2218,0.8522918931468928
2219,0.6652018795416982
2220,0.8846090195826459
2221,0.9005944193010754
2222,0.814944664067531
2223,0.9230660668979871
2224,0.8396889344154651
2225,0.8649178206671626
2226,0.5308705745112586
2227,0.8546034320078612
2228,0.7889523307094077
2229,0.8345432617114227
2230,0.8215592687663915
2231,0.8527954965614444
2232,0.44074295826166454
2233,0.851687090708174
2234,0.852758027553906
2235,0.5155694050378099
2236,0.4984326435144706
2237,0.9032619100465383
2238,0.5562259681420082
2239,0.7939543886404888
2240,0.903096702612188
2241,0.9635160877101872
2242,0.9844462110707453
2243,0.9191445980632162
2244,0.943564629649747
2245,0.9400072998331757
2246,0.8859069277403909
2247,0.8729240903579933
2248,0.8850397360364018
2249,0.9028084652240288
2250,0.8270993011254858
2251,0.9105324291157306
2252,0.9270574265318674
2253,0.8055664385905166
2254,0.6735167971153204
2255,0.6102113281177962
2256,0.4398551587857823
2257,0.8347063985866667
2258,0.8649164599822899
2259,0.4125537364673798
2260,0.9829840615577017
2261,0.8600894524539895
2262,0.9049288654030929
2263,0.9171420576362015
2264,0.9273852778939794
2265,0.8845843938615728
2266,0.8696485499858674
2267,0.9492751462377585
2268,0.5771534952333207
2269,0.8879481330704819
2270,0.8705299434289515
2271,0.9286823658587993
2272,0.5499122334959125
2273,0.8850834632551547
2274,0.9125428565831877
2275,0.9212977123469527
2276,0.9129190362113206
2277,0.8588270949378711
2278,0.927188374324557
2279,0.8796780143703581
2280,0.8679951796494025
2281,0.8870538804189835
2282,0.9041153088636413
2283,0.8920997553670071
2284,0.9190265404394119
2285,0.9205337524699857
2286,0.9265251962167456
2287,0.8565971590743418
2288,0.860971923027845
2289,0.7618355413572213
2290,0.9240837920703566
2291,0.8549098558271462
2292,0.7826866882363567
2293,0.9424429171886763
2294,0.9059193022423091
2295,0.8758687884767272
2296,0.92352045381523
2297,0.8715700480291952
