id,rainfall
2190,0.9870533266745973
2191,0.9856276767293327
2192,0.8920688457972868
2193,0.43926928969648504
2194,0.41160037177970166
2195,0.8372735516523153
2196,0.9083618664599906
2197,0.9461470845347884
2198,0.930434364770233
2199,0.7570385262442731
2200,0.98641490188999
2201,0.4571214752147006
2202,0.971292900649065
2203,0.9323553863704098
2204,0.6270792857146656
2205,0.20685471525245785
2206,0.7347738461575666
2207,0.6944723817920603
2208,0.4056642007208231
2209,0.21222626964269697
2210,0.3897435621638147
2211,0.5148966300951844
2212,0.7541088259277187
2213,0.966715347535338
2214,0.8304989810526334
2215,0.6404018549107501
2216,0.2632193616620964
2217,0.9541045110471991
2218,0.8485010722099284
2219,0.6188369248597866
2220,0.8696130091085819
2221,0.9020717703374025
2222,0.7949803232639653
2223,0.9158427221518662
2224,0.8033656702692406
2225,0.8795532339719522
2226,0.506690077965396
2227,0.8644616164255402
2228,0.7727658846268538
2229,0.8412769721845854
2230,0.7964828125805103
2231,0.8303767831002238
2232,0.4213707050436317
2233,0.8508392071623474
2234,0.8509911087009138
2235,0.47147954851896423
2236,0.521583993364488
2237,0.9186212952041652
2238,0.5395539050439412
2239,0.776815804381543
2240,0.9310659905375507
2241,0.9721353928659576
2242,1.0
2243,0.9553934332142975
2244,0.9617465481430041
2245,0.9350940282683791
2246,0.9280626446836148
2247,0.8559790563008615
2248,0.8798636195922117
2249,0.9011014850927969
2250,0.8145784710029168
2251,0.9111785680473714
2252,0.8977848092715093
2253,0.7888454343795163
2254,0.6623172401314332
2255,0.5552502700681677
2256,0.41382855060105656
2257,0.8182714415003718
2258,0.8581259213257171
2259,0.40517096740684194
2260,0.9860502037426891
2261,0.8346552535250418
2262,0.8726395134506075
2263,0.8910648267120174
2264,0.899566353587059
2265,0.8562746970206029
2266,0.8507198146892198
2267,0.9309729103405822
2268,0.48055883244577846
2269,0.922869437575279
2270,0.8477860998071741
2271,0.9260601641147699
2272,0.5345668967576562
2273,0.868548725023885
2274,0.9158940505186801
2275,0.9069335257563496
2276,0.8877848178088881
2277,0.8208148545268177
2278,0.9078964738841186
2279,0.8490601533501002
2280,0.8307292519899203
2281,0.8473816480603171
2282,0.8769678072388394
2283,0.8319379096915998
2284,0.8927918813812427
2285,0.868889936380903
2286,0.8954616574505874
2287,0.8250859988903582
2288,0.8074372667859762
2289,0.7184229378044156
2290,0.8923831695915709
2291,0.798773933948676
2292,0.735054863131155
2293,0.9137970697875609
2294,0.8687699948060947
2295,0.8290185497626542
2296,0.879134904370225
2297,0.8172791252108615
2298,0.8951727770812763
2299,0.7907614829425436
2300,0.8619900342729266
2301,0.6913591213836264
2302,0.7622675952511339
2303,0.9306094255589303
2304,0.8733747643228593
2305,0.8216816311945052
2306,0.8489828932579904
2307,0.7918209914270706
2308,0.8106588050510812
2309,0.848765286958824
2310,0.6707121460147158
2311,0.7711841575571021
2312,0.7165703381286788
2313,0.5422595695999545
2314,0.8289863797667397
2315,0.636629515869155
2316,0.9283769215895257
2317,0.8900891918291784
2318,0.8768404160349415
2319,0.8144294573615157
2320,0.8238683765123478
2321,0.8452178996505801
2322,0.6706504389413808
2323,0.8475163018783655
2324,0.9167750212532164
2325,0.8000695658044693
2326,0.892556140018925
2327,0.8994342220312191
2328,0.8925074616730955
2329,0.9240517163520355
2330,0.9064441205648492
2331,0.7515649127639077
2332,0.370395369204793
2333,0.8713693479436373
2334,0.9350958405302097
2335,0.9498939745390748
2336,0.948534127983218
2337,0.47956944739718815
2338,0.9148146262621746
2339,0.6510093827768269
